Name,geometry,cases,cases_per_100k,deaths,population
Düsseldorf,"POLYGON ((4094867.593262281 3142693.700597467, 4094873.916240604 3142645.687927389, 4094954.474588261 3142722.298440348, 4095194.395001361 3142612.738026022, 4095369.391483308 3142483.733113953, 4095541.550689053 3142480.851150605, 4096225.994574728 3142195.990299418, 4096462.815256559 3141950.257970251, 4096771.817484552 3141794.559506438, 4096921.179310058 3141792.355211177, 4096910.614364839 3141948.035851897, 4097122.914362416 3142038.420389597, 4097437.430939736 3141826.469605675, 4097564.502754668 3141831.303039329, 4097661.279201759 3141876.984731722, 4097540.026452809 3142132.274106796, 4097610.101145798 3142320.459155139, 4097740.377159991 3142321.308951876, 4097770.255821328 3142607.574038792, 4098499.388113717 3142413.094955115, 4098419.642735592 3141764.801549979, 4098776.919784674 3141767.132738337, 4098694.485055906 3141218.983480436, 4098445.258538273 3141222.362718923, 4098407.12481697 3141086.962932033, 4098280.141268229 3140917.946418019, 4098339.539097453 3140865.274762723, 4098339.140847688 3140472.833786125, 4098227.665133304 3140380.003360298, 4098211.866223711 3140150.190996984, 4098501.228629981 3139881.063805909, 4098535.043502092 3139574.024039175, 4098724.685346026 3139407.858066523, 4099058.049279397 3139291.368453756, 4099223.36252515 3139279.733476595, 4098952.21832265 3138640.133208181, 4098637.259418282 3138532.610418442, 4098738.638328931 3138186.885516347, 4098614.241122686 3137779.619203107, 4098235.88705827 3137786.158559075, 4098156.410465586 3137697.541121371, 4098169.065373982 3137600.515224521, 4097962.529874378 3137053.556581298, 4098216.841096941 3136940.797653963, 4098061.059408477 3136474.915997345, 4097999.84490039 3136123.55011281, 4097960.828570681 3135053.309203746, 4097888.915874659 3134911.474611843, 4097794.144894717 3134810.001051255, 4097786.237360928 3134669.740899353, 4097950.791873254 3134606.744433793, 4098742.075314071 3134661.970921953, 4098897.415831483 3134479.781463428, 4099148.691460899 3134319.24258116, 4099512.635406696 3134222.510688159, 4099814.705884193 3134700.015582413, 4099920.42866535 3134754.766879459, 4100053.112045932 3134668.536976249, 4099981.06864069 3134515.896380133, 4100293.97942092 3134267.662714276, 4101328.588556781 3134636.695838108, 4101399.67942592 3134459.162040113, 4101363.370928915 3134185.569811055, 4101500.797748455 3134126.993857747, 4101681.650113537 3134108.187243562, 4101849.19054738 3133978.497444804, 4101948.301616013 3133974.139983055, 4102408.405748763 3133714.756875637, 4102603.098050754 3133904.093874445, 4102697.17663182 3133635.655693352, 4102756.356504164 3133616.020509805, 4102828.319343569 3133780.673663731, 4103058.306432359 3133961.377025759, 4103060.815841805 3133584.97521278, 4102955.046178567 3133537.231093575, 4103063.778616671 3133440.834423108, 4103156.225420748 3133235.21003835, 4103464.987963994 3133309.309932812, 4103472.567630044 3133223.263909392, 4103994.311170281 3133326.788382587, 4104002.505123314 3133148.644230102, 4104148.681112474 3132990.423999547, 4104307.246432569 3132925.388208576, 4104301.996342762 3132812.228359085, 4104975.527408821 3132816.635799767, 4105284.081723859 3133222.102123082, 4105328.442158711 3133473.670839729, 4105539.522017071 3133488.06651744, 4105604.732954407 3133614.632973734, 4105551.116972283 3133700.37749561, 4105642.067784421 3134019.325265509, 4105774.445707135 3133979.146006186, 4105960.913549372 3133782.146704841, 4105955.009525242 3133616.925176302, 4106357.754023645 3133705.656174505, 4106728.70771173 3133608.974322429, 4106847.494781091 3133655.802730122, 4106892.035761715 3133880.342271011, 4107232.985311849 3133930.62692761, 4107178.13595311 3133751.069807631, 4107525.651932731 3133567.138703494, 4107383.340788094 3133295.908382207, 4107329.685336668 3133237.492962633, 4107197.794457988 3133204.594172157, 4106953.54315817 3132911.673150995, 4107084.487790884 3132786.390881129, 4106963.439941592 3132628.424640432, 4106857.261210585 3132791.91111759, 4106667.084032539 3132794.670618518, 4106632.443754084 3132736.379627838, 4106766.458503523 3131851.276968405, 4106528.128462465 3131421.242535975, 4106976.231444952 3130862.555727129, 4106891.852875018 3130758.889126108, 4106893.692207234 3130483.596767615, 4106814.501039644 3130202.768164851, 4106808.793440342 3130008.516031808, 4106728.913531099 3129830.796887215, 4106735.493776567 3129744.74478526, 4106657.318146343 3129761.251548854, 4106729.276964177 3130048.509314943, 4106456.977131274 3130236.466458297, 4106123.307845201 3130145.182656856, 4106040.128361891 3130161.656758994, 4105910.941936743 3130023.658932984, 4105806.545129005 3130070.027346839, 4105675.555133959 3130052.150699153, 4105339.553143873 3130211.048470293, 4105170.953473638 3130238.551288808, 4105107.360134701 3129923.443525381, 4104852.139195948 3130074.34173362, 4104853.682726338 3129843.378754416, 4104758.399698987 3129836.397803713, 4104805.72559284 3129728.637711608, 4104528.307462504 3129714.10700634, 4104369.077552095 3129766.039962215, 4104381.249544108 3129846.642450125, 4104281.205875566 3129918.034127801, 4104130.53452678 3129957.309118337, 4104056.831494142 3129891.136913163, 4104100.005511917 3129770.635293326, 4103994.102595113 3129767.822976699, 4103988.619801569 3129954.260958861, 4103751.365460978 3129952.707714346, 4103712.697233797 3130032.977434234, 4103463.441034665 3129925.394497775, 4103451.362612657 3130147.812937948, 4103389.661803964 3130187.670445316, 4103427.183097718 3130279.034119405, 4103333.650554478 3130327.159391985, 4103093.291195075 3130368.614401353, 4102747.861593617 3130174.993478138, 4102730.376905006 3130255.40191054, 4102649.511993377 3130309.967369678, 4102571.24675852 3130292.502890377, 4102602.588159903 3130040.543981452, 4102658.51442155 3129913.768453155, 4102666.860354812 3129331.674228436, 4102904.010029824 3129189.066578158, 4102869.199715124 3129006.636297964, 4103031.444483164 3128840.512852101, 4102652.912111203 3128573.740923882, 4102554.04560441 3128092.55972476, 4102577.226612812 3127884.351032713, 4102620.261669434 3127902.412583259, 4102901.171510379 3127369.026729798, 4102996.661875413 3127307.583204342, 4103250.936104964 3127298.236343323, 4103471.194551295 3127137.499026978, 4103752.202168915 3127171.375220796, 4103813.308373335 3127013.600057395, 4104070.223415182 3127058.330767388, 4104444.881167863 3127006.725242175, 4104459.374783116 3126934.740314922, 4104647.34048406 3126813.836452625, 4104895.248651473 3126858.508396263, 4105000.693762698 3126805.139404921, 4105185.28840981 3126777.080306025, 4105088.551752773 3126512.6288349, 4104677.319679025 3125924.046981947, 4104712.343081095 3125476.780877396, 4104902.379766166 3125135.951387268, 4105038.63831327 3125025.417327903, 4105313.777121488 3124970.617939291, 4105393.080004159 3125003.714006711, 4105580.416264086 3124976.91099349, 4105732.522569532 3124830.745333514, 4105919.556952056 3124848.990275101, 4105929.771408031 3124519.693089374, 4105846.530329428 3124396.011208765, 4105420.251499173 3124085.876573644, 4105332.10159829 3124246.476952344, 4105062.538581738 3124147.602314794, 4105080.585736704 3123747.425306635, 4105182.266168886 3123432.358682429, 4105166.363103701 3123115.48802413, 4104661.317950018 3123006.225629546, 4104531.096165339 3122953.800819337, 4104360.921207657 3122809.526560432, 4103958.502167186 3122672.739414284, 4103922.366501828 3122539.355027341, 4104191.550598039 3122375.386822531, 4104241.951964461 3121967.806582985, 4104101.32322811 3121822.733712751, 4104020.374194424 3121656.018896895, 4104109.575215628 3121569.622895569, 4104086.860087791 3121144.888695484, 4103905.71661834 3121143.700655366, 4103934.666893959 3121005.737606086, 4103632.548646864 3120985.736203597, 4103830.454244259 3120577.580945636, 4104172.205648453 3120210.413934065, 4104596.503530521 3120070.039132527, 4104687.748005224 3119747.280326201, 4104862.123909917 3119564.220892643, 4104942.723776699 3119633.826075449, 4105109.133876559 3119444.707879067, 4105196.126962483 3119158.962515831, 4105311.905180448 3119057.609556376, 4105375.716194972 3118944.90343494, 4105521.562919816 3118985.904819073, 4105609.563037932 3119145.658054309, 4105765.922792577 3119111.645562399, 4105763.374155952 3118895.390212166, 4105894.318294895 3118473.783589438, 4105671.504613634 3118418.261417117, 4105378.021541278 3118156.047812072, 4105357.597390899 3117770.488425693, 4104792.357185741 3117438.415598504, 4104671.456511217 3117408.589928878, 4104534.674498303 3117507.802633967, 4103972.316208994 3117193.768598643, 4103912.025741191 3117526.741273915, 4103793.23472578 3117778.240498804, 4103641.626303595 3117701.161412702, 4103552.235830979 3117896.791748655, 4103260.045800425 3117699.601315836, 4102961.786647293 3117634.073534865, 4102946.690736653 3117516.36914431, 4102831.722203868 3117601.434866101, 4102561.033966289 3117688.657356095, 4102433.997334652 3117678.288133692, 4102167.484035455 3117746.08115175, 4102196.718325341 3117850.288372086, 4102104.480689542 3117977.33861237, 4101899.297273295 3117805.099502797, 4101810.177044794 3117826.764457937, 4101619.675822714 3117803.264987885, 4101401.212164002 3117827.733382129, 4101409.27532248 3117903.597630294, 4101093.5036696 3118079.523978439, 4101059.27822831 3117971.229295436, 4101151.918101867 3117898.730817165, 4101226.177425669 3117724.39880108, 4100976.670804734 3117512.485674453, 4100732.688400515 3117909.239381829, 4100584.212966193 3118251.54717328, 4100499.459636021 3118674.648638171, 4100497.29151483 3118996.992369081, 4100573.654338676 3119398.938948893, 4100669.122222375 3119638.830681867, 4101199.777325997 3120649.428417773, 4101216.278247773 3120874.786712731, 4101123.10166152 3121187.523851224, 4100992.84346673 3121358.861230284, 4100889.157181544 3121448.281661106, 4100552.777226436 3121612.261489638, 4100336.51968542 3121623.858547154, 4100047.668553592 3121565.903056551, 4099759.314994617 3121433.868443637, 4099627.856516893 3121336.899952754, 4099110.508099532 3120728.836293517, 4098630.151742565 3119977.85527563, 4098445.277307374 3119787.432787571, 4098214.057369519 3119642.757768704, 4097815.457503984 3119534.026903029, 4097537.219220811 3119535.206603413, 4097294.605498822 3119596.686842606, 4097067.553583602 3119725.343988035, 4096819.502314558 3120149.193239658, 4096718.71495895 3120551.983182493, 4096762.429985624 3121046.821717128, 4097103.164864245 3122262.304479247, 4097134.619536112 3122783.793579086, 4097113.848845828 3123037.942029264, 4096991.693012826 3123500.239671816, 4096905.915009026 3123676.697876577, 4096687.786228552 3123967.596366547, 4096426.187159615 3124174.116494276, 4096286.63810425 3124240.497986961, 4095917.431856669 3124330.259418514, 4095552.234189063 3124296.083252355, 4094461.076558897 3124006.049012328, 4094022.882799331 3123958.681194453, 4093561.999619003 3123977.915036891, 4093218.108043144 3124083.736203078, 4093077.745346186 3124165.46074743, 4092679.804524492 3124518.01131311, 4092487.137055343 3125042.341525966, 4092482.156890775 3125337.640896778, 4092687.681667193 3126031.763823151, 4092672.930613208 3126740.464087425, 4092198.983874352 3128170.977812406, 4092117.540688462 3128526.846519602, 4092163.49735098 3128838.497275862, 4092241.521744727 3128994.181840471, 4092033.530005708 3129112.142623598, 4091826.236605455 3128836.293094851, 4091679.321061419 3128955.468240791, 4091465.775170826 3129011.137010668, 4091342.267895348 3128922.230682516, 4090047.721477694 3128995.864687689, 4090077.131679104 3129387.498530321, 4089881.569675088 3129747.628931387, 4090248.69523345 3130073.391915893, 4090435.769402497 3130384.963987784, 4091035.505817449 3130515.965132585, 4091242.53025978 3130621.090722245, 4091411.148781068 3130775.137425943, 4091858.192471006 3131245.214212159, 4092129.913280922 3131620.409553708, 4092031.116443723 3131727.885987713, 4092327.350521943 3132029.157837626, 4092620.929390454 3132428.522601469, 4091983.02314264 3132786.764682928, 4091532.455867651 3133117.198262487, 4091398.439479179 3133253.477857353, 4091257.257754834 3133413.737832169, 4091080.007393712 3133703.884059126, 4091010.348220868 3133868.760282231, 4090957.350061327 3134192.630573637, 4090980.822817951 3134485.214155771, 4091127.856795991 3134832.640130236, 4091253.643199772 3135030.533610145, 4091678.728794057 3135614.989335597, 4092706.207659454 3136880.413924322, 4093019.949049948 3137350.631556686, 4093229.500406722 3137830.567795109, 4093366.382773973 3138317.006751404, 4093410.217995354 3138950.003996184, 4093353.557772683 3139344.077841013, 4093262.462583852 3139648.826990011, 4093074.757185134 3140000.704908303, 4092936.861528453 3140190.520586273, 4092712.753391913 3140443.345850854, 4092134.199770914 3140957.683105961, 4092302.015341726 3141258.382322869, 4092407.63355459 3141177.979542721, 4092832.219625092 3141745.382340334, 4092975.613709412 3141854.43860112, 4093791.801265248 3142228.172917209, 4093922.025673951 3142512.339954471, 4094075.612921962 3142744.600734771, 4094729.287366521 3142874.002198868, 4094867.593262281 3142693.700597467))",9412,134.431728460773,89,619294
Duisburg,"POLYGON ((4092415.492777604 3165542.320764553, 4092696.021582757 3165166.426521983, 4092949.288963054 3165331.543916822, 4093005.872534577 3165095.648282147, 4093317.981973964 3165116.693575575, 4093556.716541629 3165186.317553181, 4093696.003132552 3165006.019732069, 4093983.191732556 3164858.716953587, 4094278.510684301 3164539.275984644, 4094461.412682069 3164576.502610851, 4095061.720266254 3163989.742352182, 4095341.604750844 3163474.28666532, 4095839.922546441 3163441.179075528, 4096154.003750795 3163148.992940076, 4096290.558685379 3163092.714903505, 4096351.875986255 3163016.779280022, 4096528.916563999 3163154.605500905, 4097126.439506532 3163155.30232838, 4097160.850662773 3163244.632833031, 4097619.661335246 3163025.011372677, 4097702.793942424 3162946.088109035, 4097800.856829386 3163013.474025527, 4097926.599954039 3162980.202040551, 4097869.481247022 3162685.505394281, 4097756.677360576 3162641.725106108, 4097738.249394378 3162519.613681192, 4097796.324790382 3162395.877389972, 4097748.270343166 3162244.230516998, 4097653.886452881 3162138.501060598, 4097402.377076489 3162032.752108632, 4097410.693219888 3161832.584288733, 4097582.030495147 3161954.831413958, 4097876.970084783 3161694.456808025, 4097865.918152933 3161548.223128211, 4098108.687853425 3161307.532031826, 4098192.865736116 3161137.890479918, 4098649.771272743 3160964.884051656, 4099895.195681832 3160074.76559362, 4099874.888644382 3159966.513992969, 4100297.35517582 3159947.236312525, 4100453.916925175 3158812.999009479, 4100303.715993557 3157605.687067149, 4099905.903089219 3157375.847622084, 4099512.444546039 3157397.314951524, 4099531.633047558 3156913.903739402, 4099496.76969977 3156736.480474662, 4099455.086175198 3156683.150474522, 4099418.154896006 3156363.556025323, 4099849.28608438 3155939.888080313, 4100111.302405949 3155817.455392573, 4099985.560972323 3155610.408489296, 4099918.670568908 3155206.618533237, 4099785.592177726 3154820.232025642, 4099556.419928933 3154561.145995741, 4099281.592830417 3154314.610056684, 4099352.040364716 3154232.42657464, 4099313.327179794 3153585.790866336, 4099239.738282039 3153514.232869782, 4098958.503780339 3153363.236433137, 4099792.675405463 3152832.070732766, 4099889.405538376 3152429.252411811, 4099802.788589309 3151752.93751633, 4099763.337765808 3150905.739123148, 4099649.261535386 3150296.319157414, 4099608.436743642 3149882.956277741, 4099606.427082383 3149355.994289375, 4099634.439214564 3149206.00970991, 4099372.265400774 3148621.284325551, 4099392.071895391 3148509.104751047, 4099253.747206993 3148283.586129033, 4099669.502210258 3147685.545601442, 4099444.800990126 3147309.664042517, 4099499.456545181 3147065.748244194, 4099389.8625921 3146385.276556533, 4099446.823568255 3145792.987568948, 4099303.280973836 3145554.787198314, 4099291.343987887 3145392.528594778, 4099358.586756571 3144608.092194874, 4099828.45418585 3144535.071956065, 4100157.242477814 3143398.948667374, 4099993.234453301 3143379.858544686, 4100273.821112375 3142721.954312731, 4100101.09139024 3142659.759137525, 4099982.309535963 3142763.100076793, 4099852.824431004 3142820.319900032, 4099411.4686178 3142819.442453567, 4099294.955031425 3142731.585141571, 4099170.927585681 3142418.427510906, 4098899.061111649 3142253.899693147, 4098618.447443711 3142271.663134762, 4098607.40440969 3142390.536175632, 4097770.255821328 3142607.574038792, 4097740.377159991 3142321.308951876, 4097610.101145798 3142320.459155139, 4097540.026452809 3142132.274106796, 4097661.279201759 3141876.984731722, 4097564.502754668 3141831.303039329, 4097437.430939736 3141826.469605675, 4097122.914362416 3142038.420389597, 4096910.614364839 3141948.035851897, 4096921.179310058 3141792.355211177, 4096771.817484552 3141794.559506438, 4096462.815256559 3141950.257970251, 4096225.994574728 3142195.990299418, 4095837.534616541 3142368.653280825, 4095670.127088098 3142409.608765276, 4095541.550689053 3142480.851150605, 4095369.391483308 3142483.733113953, 4095194.395001361 3142612.738026022, 4094954.474588261 3142722.298440348, 4094873.916240604 3142645.687927389, 4094858.40062583 3142721.672105041, 4094729.287366521 3142874.002198868, 4094075.612921962 3142744.600734771, 4093922.025673951 3142512.339954471, 4093791.801265248 3142228.172917209, 4092975.613709412 3141854.43860112, 4092832.219625092 3141745.382340334, 4092407.63355459 3141177.979542721, 4092302.015341726 3141258.382322869, 4092134.199770914 3140957.683105961, 4091546.769005836 3141373.427495691, 4091058.703791097 3141659.498345479, 4090159.823947637 3142082.751408888, 4089241.353766471 3142454.026191136, 4088480.288376913 3142831.49660909, 4088340.723804001 3142934.494593965, 4088188.744506801 3143191.958677549, 4088039.596438163 3143642.34899177, 4088038.460896086 3143813.986117899, 4088121.896359133 3144170.532524155, 4088316.773302976 3144492.839579278, 4088715.047593651 3144810.113215237, 4089537.016067348 3145153.781128396, 4089462.259792812 3145410.584837602, 4089598.025856281 3145462.526180663, 4089837.186612736 3145921.598966234, 4089691.287158423 3145888.613198749, 4089206.888795575 3145587.123762809, 4089145.339598725 3145662.809050124, 4089469.993383202 3146815.219823414, 4089661.192771935 3147262.967497365, 4089420.508123213 3147337.487267213, 4089258.476446754 3146997.827346931, 4088902.598156395 3147157.090408136, 4088645.459724578 3147200.44763662, 4088419.493664787 3146934.094550774, 4088304.449266316 3146471.497362997, 4088049.785390063 3146522.659267189, 4087832.940709635 3146624.365077316, 4087472.048434982 3147170.637739205, 4086998.363716474 3147065.441328765, 4086917.688807269 3148068.051557277, 4087244.876548851 3148079.189306943, 4087271.422368209 3148454.78638596, 4087107.728779033 3148691.991445062, 4086559.48602007 3149117.913029424, 4086321.177965254 3149895.245253264, 4086327.497369626 3149999.404110606, 4086413.285188503 3150042.00919986, 4086539.664452991 3150607.469037114, 4086645.827633238 3150899.488253883, 4086734.533267658 3150802.954899197, 4087270.082792537 3150632.238395423, 4087541.460080993 3150455.800901489, 4087653.170290086 3150361.419593941, 4088149.921643091 3149699.898338538, 4088367.107686619 3149546.135282827, 4088544.749712731 3149470.20334541, 4088914.048889552 3149469.601319149, 4089320.228827039 3149643.435638978, 4089304.287094399 3149784.491068669, 4088933.599903822 3149691.979079325, 4089174.42010237 3150811.805334357, 4089277.192068797 3151162.868203443, 4089321.175937083 3151626.676188204, 4089218.465365416 3151874.288196153, 4089329.298896868 3151913.051413053, 4089770.520417537 3151932.938473927, 4089796.696790556 3152213.424054533, 4089586.445744118 3152226.073267435, 4089336.965187218 3152425.540085625, 4089350.219697929 3152799.808117098, 4089834.855338577 3152954.505477541, 4090034.631114036 3153165.039064253, 4089767.929714583 3153239.391467821, 4089960.569294374 3153774.243227838, 4090153.867342779 3154056.815384573, 4090164.336704128 3154291.146630104, 4090079.184013534 3154913.292970124, 4089938.736420129 3154964.439088577, 4089986.938216331 3155091.895036277, 4089692.420635994 3155135.03256773, 4089546.47337361 3156176.255592933, 4089507.150696331 3156830.73560498, 4089327.521084794 3156752.482748002, 4089104.386298176 3156746.028418193, 4088744.492685728 3156838.798835754, 4089165.547680169 3157339.09123882, 4089372.722075065 3157642.775592032, 4089246.827403625 3157764.095494713, 4088467.518908488 3158327.67625249, 4088222.689296423 3157966.683578596, 4087944.435099034 3157666.542398446, 4087650.203743298 3159045.938721825, 4087899.158355385 3159200.12563028, 4087876.025671592 3159401.048788059, 4087793.22368827 3159513.63876731, 4087578.382191353 3159616.362190023, 4087303.752248638 3160014.156150467, 4087182.177659499 3160118.388551412, 4087030.306905131 3160173.437767187, 4087336.371822173 3160377.166989533, 4087771.411106335 3160500.921283647, 4087672.943685468 3160765.265354542, 4087756.796763286 3160797.845089871, 4088112.486044077 3160888.250596415, 4088949.103843638 3160894.677711686, 4088999.450532454 3160694.779848036, 4089690.083091916 3160834.411288214, 4089788.630902967 3160953.182354175, 4089900.162102 3160925.26391545, 4090022.631458227 3160943.688552988, 4090784.287685673 3161547.299364933, 4091010.606451109 3161678.913053752, 4091218.317056125 3161748.336660907, 4091321.374632124 3161752.008635315, 4091617.591362222 3161601.760635023, 4091805.352573411 3161661.043751506, 4091735.154705824 3161835.783809989, 4092041.403693257 3162263.938276723, 4091166.978657211 3162865.25100707, 4090932.358309299 3163084.976250085, 4090723.522298708 3163340.909111506, 4090589.984736096 3163560.289032767, 4090520.554099579 3163771.074625951, 4090497.668419146 3164057.245802793, 4090527.757276808 3164353.771535897, 4090680.1353447 3164927.398048515, 4091114.83870199 3165792.176288227, 4091305.112546424 3166282.613223702, 4091675.796380123 3166173.232390414, 4091760.72757134 3166040.634812591, 4091952.203150241 3165990.819247565, 4092415.492777604 3165542.320764553))",9961,240.632381899632,148,498590
